machineid;timestamp;mode
G352-2188;2020-06-02 13:13:47.107+00;Automatic
G352-2188;2020-06-03 04:33:11.198+00;JOG - Manual
G352-2188;2020-06-03 04:33:17.088+00;Automatic
G352-2188;2020-06-03 07:47:57.823+00;JOG - Manual
G352-2188;2020-06-03 08:35:09.24+00;Automatic
G352-2188;2020-06-03 12:42:12.28+00;JOG - Manual
G352-2188;2020-06-03 12:42:40.296+00;Automatic
G352-2188;2020-06-03 12:43:01.03+00;JOG - Manual
G352-2188;2020-06-04 04:00:30.592+00;Automatic
G352-2188;2020-06-04 05:02:46.766+00;JOG - Manual
G352-2188;2020-06-04 05:02:53.453+00;Automatic
G352-2188;2020-06-04 12:50:01.323+00;JOG - Manual
G352-2188;2020-06-04 12:52:31.103+00;Automatic
G352-2188;2020-06-04 14:13:30.824+00;JOG - Manual
G352-2188;2020-06-04 14:14:06.964+00;Automatic
G352-2188;2020-06-05 10:14:24.267+00;JOG - Manual
G352-2188;2020-06-05 10:17:25.828+00;Automatic
G352-2188;2020-06-08 04:51:31.97+00;JOG - Manual
G352-2188;2020-06-08 04:51:33.923+00;Automatic
G352-2188;2020-06-08 04:56:12.421+00;JOG - Manual
G352-2188;2020-06-08 04:57:54.233+00;Automatic
G352-2188;2020-06-08 04:58:52.076+00;JOG - Manual
G352-2188;2020-06-08 05:01:35.465+00;Automatic
G352-2188;2020-06-08 05:01:38.278+00;JOG - Manual
G352-2188;2020-06-08 05:02:41.59+00;Automatic
G352-2188;2020-06-08 05:03:51.308+00;JOG - Manual
G352-2188;2020-06-08 05:05:15.229+00;Automatic
G352-2188;2020-06-08 05:05:26.979+00;JOG - Manual
G352-2188;2020-06-08 05:05:50.166+00;Automatic
G352-2188;2020-06-08 08:46:05.282+00;JOG - Manual
G352-2188;2020-06-08 09:00:10.183+00;Automatic
G352-2188;2020-06-08 09:25:13+00;JOG - Manual
G352-2188;2020-06-08 09:25:28.219+00;Automatic
G352-2188;2020-06-08 09:28:39.39+00;JOG - Manual
G352-2188;2020-06-08 09:29:10.655+00;Automatic
G352-2188;2020-06-08 12:07:48.27+00;JOG - Manual
G352-2188;2020-06-08 12:08:33.41+00;Automatic
G352-2188;2020-06-08 12:49:30.625+00;JOG - Manual
G352-2188;2020-06-08 13:08:43.725+00;Automatic
G352-2188;2020-06-08 13:10:03.552+00;JOG - Manual
G352-2188;2020-06-08 13:10:20.427+00;Automatic
G352-2188;2020-06-08 19:47:12.024+00;JOG - Manual
G352-2188;2020-06-08 19:48:32.148+00;Automatic
G352-2188;2020-06-08 19:50:44.912+00;JOG - Manual
G352-2188;2020-06-08 19:53:30.755+00;Automatic
G352-2188;2020-06-08 20:57:52.955+00;JOG - Manual
G352-2188;2020-06-08 20:58:16.049+00;Automatic
G352-2188;2020-06-08 20:58:40.518+00;JOG - Manual
G352-2188;2020-06-09 03:30:22.536+00;Automatic
G352-2188;2020-06-09 04:42:19.008+00;JOG - Manual
G352-2188;2020-06-09 04:42:36.68+00;Automatic
G352-2188;2020-06-09 04:43:08.32+00;JOG - Manual
G352-2188;2020-06-09 04:43:12.32+00;Automatic
G352-2188;2020-06-09 06:57:30.856+00;JOG - Manual
G352-2188;2020-06-09 06:58:17.449+00;Automatic
G352-2188;2020-06-09 08:45:36.144+00;JOG - Manual
G352-2188;2020-06-09 08:58:22.293+00;Automatic
G352-2188;2020-06-09 17:37:32.236+00;JOG - Manual
G352-2188;2020-06-09 17:45:04.404+00;Automatic
G352-2188;2020-06-09 18:31:53.474+00;JOG - Manual
G352-2188;2020-06-09 18:32:35.302+00;Automatic
G352-2188;2020-06-10 06:13:56.572+00;JOG - Manual
G352-2188;2020-06-10 06:15:19.759+00;Automatic
G352-2188;2020-06-10 06:32:39.424+00;JOG - Manual
G352-2188;2020-06-10 06:33:52.611+00;Automatic
G352-2188;2020-06-10 08:21:51.765+00;JOG - Manual
G352-2188;2020-06-10 08:26:05.248+00;Automatic
G352-2188;2020-06-10 08:44:51.379+00;JOG - Manual
G352-2188;2020-06-10 08:45:07.207+00;Automatic
G352-2188;2020-06-10 14:42:03.623+00;JOG - Manual
G352-2188;2020-06-10 15:15:21.678+00;Automatic
G352-2188;2020-06-10 20:48:28.224+00;JOG - Manual
G352-2188;2020-06-10 20:48:54.552+00;Automatic
G352-2188;2020-06-11 04:58:12.318+00;JOG - Manual
G352-2188;2020-06-11 04:58:15.584+00;Automatic
G352-2188;2020-06-11 10:14:52.523+00;JOG - Manual
G352-2188;2020-06-11 10:17:04.913+00;Automatic
G352-2188;2020-06-11 10:17:27.006+00;JOG - Manual
G352-2188;2020-06-11 10:19:09.068+00;Automatic
G352-2188;2020-06-11 10:25:14.737+00;JOG - Manual
G352-2188;2020-06-11 11:02:19.951+00;Automatic
G352-2188;2020-06-11 13:48:27.523+00;JOG - Manual
G352-2188;2020-06-11 13:48:52.351+00;Automatic
G352-2188;2020-06-11 14:39:55.496+00;JOG - Manual
G352-2188;2020-06-11 14:40:13.981+00;Automatic
G352-2188;2020-06-11 14:40:23.215+00;JOG - Manual
G352-2188;2020-06-11 14:40:32.668+00;Automatic
G352-2188;2020-06-11 14:42:41.917+00;JOG - Manual
G352-2188;2020-06-11 14:43:09.057+00;Automatic
G352-2188;2020-06-11 14:43:15.323+00;JOG - Manual
G352-2188;2020-06-11 14:43:19.635+00;Automatic
G352-2188;2020-06-11 14:48:16.445+00;JOG - Manual
G352-2188;2020-06-11 14:48:21.195+00;Automatic
G352-2188;2020-06-11 14:49:46.523+00;JOG - Manual
G352-2188;2020-06-11 14:50:22.522+00;Automatic
G352-2188;2020-06-11 14:55:31.488+00;JOG - Manual
G352-2188;2020-06-11 14:57:23.956+00;Automatic
G352-2188;2020-06-12 03:30:17.288+00;JOG - Manual
G352-2188;2020-06-12 03:30:22.82+00;Automatic
G352-2188;2020-06-12 06:28:04.666+00;JOG - Manual
G352-2188;2020-06-12 06:28:27.588+00;Automatic
G352-2188;2020-06-12 08:44:27.785+00;JOG - Manual
G352-2188;2020-06-12 08:44:55.863+00;Automatic
G352-2188;2020-06-12 10:49:30.076+00;JOG - Manual
G352-2188;2020-06-12 10:51:45.481+00;Automatic
G352-2188;2020-06-12 11:40:49.978+00;JOG - Manual
G352-2188;2020-06-12 11:41:00.509+00;Automatic
G352-2188;2020-06-12 11:41:28.759+00;JOG - Manual
G352-2188;2020-06-12 11:42:01.087+00;Automatic
G352-2188;2020-06-12 11:42:24.274+00;JOG - Manual
G352-2188;2020-06-12 11:43:12.367+00;Automatic
G352-2188;2020-06-12 11:44:36.382+00;JOG - Manual
G352-2188;2020-06-12 11:44:43.241+00;Automatic
G352-2188;2020-06-15 03:30:15.893+00;JOG - Manual
G352-2188;2020-06-15 03:30:21.268+00;Automatic
G352-2188;2020-06-15 05:01:10.714+00;JOG - Manual
G352-2188;2020-06-15 05:01:15.448+00;Automatic
G352-2188;2020-06-15 07:02:11.579+00;JOG - Manual
G352-2188;2020-06-15 07:06:11.374+00;MDA/MDI
G352-2188;2020-06-15 07:21:44.601+00;Automatic
G352-2188;2020-06-15 07:24:36.178+00;JOG - Manual
G352-2188;2020-06-15 07:25:16.443+00;Automatic
G352-2188;2020-06-15 07:35:48.235+00;JOG - Manual
G352-2188;2020-06-15 07:36:30.5+00;Automatic
G352-2188;2020-06-15 07:43:55.903+00;JOG - Manual
G352-2188;2020-06-15 07:46:13.292+00;Automatic
G352-2188;2020-06-15 07:48:40.041+00;JOG - Manual
G352-2188;2020-06-15 07:49:27.478+00;Automatic
G352-2188;2020-06-15 12:38:14.806+00;JOG - Manual
G352-2188;2020-06-15 12:38:38.649+00;Automatic
G352-2188;2020-06-15 13:44:59.446+00;JOG - Manual
G352-2188;2020-06-15 13:45:16.852+00;Automatic
G352-2188;2020-06-15 13:46:47.366+00;JOG - Manual
G352-2188;2020-06-15 13:47:17.46+00;Automatic
G352-2188;2020-06-16 05:02:49.215+00;JOG - Manual
G352-2188;2020-06-16 05:02:56.215+00;Automatic
G352-2188;2020-06-16 09:16:13.066+00;JOG - Manual
G352-2188;2020-06-16 09:17:55.581+00;Automatic
G352-2188;2020-06-16 09:24:48.718+00;JOG - Manual
G352-2188;2020-06-16 09:24:53.437+00;Automatic
G352-2188;2020-06-16 11:23:16.064+00;JOG - Manual
G352-2188;2020-06-16 11:27:05.359+00;Automatic
G352-2188;2020-06-16 13:08:20.167+00;JOG - Manual
G352-2188;2020-06-16 13:08:25.589+00;Automatic
G352-2188;2020-06-16 13:08:49.698+00;JOG - Manual
G352-2188;2020-06-16 13:09:11.073+00;Automatic
G352-2188;2020-06-16 13:09:39.026+00;JOG - Manual
G352-2188;2020-06-16 13:09:48.229+00;Automatic
G352-2188;2020-06-16 13:10:16.385+00;JOG - Manual
G352-2188;2020-06-16 13:11:07.494+00;Automatic
G352-2188;2020-06-17 03:30:10.626+00;JOG - Manual
G352-2188;2020-06-17 03:49:46.866+00;Automatic
G352-2188;2020-06-17 03:59:41.283+00;JOG - Manual
G352-2188;2020-06-17 04:04:00.187+00;Automatic
G352-2188;2020-06-17 10:48:53.697+00;JOG - Manual
G352-2188;2020-06-17 10:49:03.072+00;Automatic
G352-2188;2020-06-17 21:29:06.941+00;JOG - Manual
G352-2188;2020-06-17 21:29:47.721+00;Automatic
G352-2188;2020-06-17 21:57:31.142+00;JOG - Manual
G352-2188;2020-06-17 21:58:06.079+00;Automatic
G352-2188;2020-06-17 22:00:40.156+00;JOG - Manual
G352-2188;2020-06-17 22:01:26.593+00;Automatic
G352-2188;2020-06-17 22:52:36.016+00;JOG - Manual
G352-2188;2020-06-17 22:53:08.875+00;Automatic
G352-2188;2020-06-18 00:07:22.474+00;JOG - Manual
G352-2188;2020-06-18 00:07:39.302+00;Automatic
G352-2188;2020-06-18 01:15:26.422+00;JOG - Manual
G352-2188;2020-06-18 01:15:38.078+00;Automatic
G352-2188;2020-06-18 06:00:59.526+00;JOG - Manual
G352-2188;2020-06-18 06:01:07.635+00;Automatic
G352-2188;2020-06-18 06:07:35.131+00;JOG - Manual
G352-2188;2020-06-18 06:07:41.506+00;Automatic
G352-2188;2020-06-18 06:28:15.384+00;JOG - Manual
G352-2188;2020-06-18 06:28:23.384+00;Automatic
G352-2188;2020-06-18 07:52:12.35+00;JOG - Manual
G352-2188;2020-06-18 07:56:25.707+00;Automatic
G352-2188;2020-06-18 07:57:43.581+00;JOG - Manual
G352-2188;2020-06-18 07:58:40.018+00;Automatic
G352-2188;2020-06-18 08:58:14.657+00;JOG - Manual
G352-2188;2020-06-18 10:50:40.066+00;Automatic
G352-2188;2020-06-18 13:19:08.071+00;JOG - Manual
G352-2188;2020-06-18 13:19:19.196+00;Automatic
G352-2188;2020-06-18 23:23:22.14+00;JOG - Manual
G352-2188;2020-06-18 23:24:07.015+00;Automatic
G352-2188;2020-06-18 23:24:12.249+00;JOG - Manual
G352-2188;2020-06-18 23:24:26.687+00;Automatic
G352-2188;2020-06-18 23:25:14.811+00;JOG - Manual
G352-2188;2020-06-19 04:52:52.085+00;Automatic
G352-2188;2020-06-19 09:17:39.697+00;JOG - Manual
G352-2188;2020-06-19 09:17:53.447+00;Automatic
G352-2188;2020-06-19 10:27:17.072+00;JOG - Manual
G352-2188;2020-06-19 10:45:50.735+00;Automatic
G352-2188;2020-06-19 11:08:26.772+00;JOG - Manual
G352-2188;2020-06-19 11:08:53.881+00;Automatic
G352-2188;2020-06-19 11:13:36.363+00;JOG - Manual
G352-2188;2020-06-19 11:14:23.737+00;Automatic
G352-2188;2020-06-19 12:11:15.554+00;JOG - Manual
G352-2188;2020-06-19 12:36:27.635+00;Automatic
G352-2188;2020-06-19 12:56:36.031+00;JOG - Manual
G352-2188;2020-06-19 12:57:12.734+00;Automatic
G352-2188;2020-06-19 13:28:40.203+00;JOG - Manual
G352-2188;2020-06-19 13:36:17.121+00;Automatic
G352-2188;2020-06-19 15:19:25.163+00;JOG - Manual
G352-2188;2020-06-19 15:22:29.912+00;Automatic
G352-2188;2020-06-20 07:23:23.81+00;JOG - Manual
G352-2188;2020-06-20 07:23:40.154+00;Automatic
G352-2188;2020-06-20 07:25:38.465+00;JOG - Manual
G352-2188;2020-06-20 07:26:11.465+00;Automatic
G352-2188;2020-06-20 07:27:53.464+00;JOG - Manual
G352-2188;2020-06-20 07:28:04.183+00;Automatic
G352-2188;2020-06-20 08:39:54.739+00;JOG - Manual
G352-2188;2020-06-20 08:40:27.583+00;Automatic
G352-2188;2020-06-20 10:49:28.07+00;JOG - Manual
G352-2188;2020-06-20 10:52:35.881+00;Automatic
G352-2188;2020-06-22 05:54:49.094+00;JOG - Manual
G352-2188;2020-06-22 05:54:55.312+00;Automatic
G352-2188;2020-06-22 08:46:42.835+00;JOG - Manual
G352-2188;2020-06-22 08:47:02.022+00;Automatic
G352-2188;2020-06-22 08:50:39.583+00;JOG - Manual
G352-2188;2020-06-22 08:50:46.911+00;Automatic
G352-2188;2020-06-22 08:53:54.55+00;JOG - Manual
G352-2188;2020-06-22 09:18:12.709+00;Automatic
G352-2188;2020-06-22 09:26:54.564+00;JOG - Manual
G352-2188;2020-06-22 09:27:25.939+00;Automatic
G352-2188;2020-06-22 11:03:53.998+00;JOG - Manual
G352-2188;2020-06-22 11:04:39.17+00;Automatic
G352-2188;2020-06-22 19:05:27.194+00;JOG - Manual
G352-2188;2020-06-22 19:05:30.069+00;Automatic
G352-2188;2020-06-22 20:01:16.101+00;JOG - Manual
G352-2188;2020-06-22 20:02:27.522+00;Automatic
G352-2188;2020-06-22 20:37:24.941+00;JOG - Manual
G352-2188;2020-06-22 20:38:05.613+00;Automatic
G352-2188;2020-06-23 05:48:22.706+00;JOG - Manual
G352-2188;2020-06-23 05:48:27.253+00;Automatic
G352-2188;2020-06-23 10:06:47.313+00;JOG - Manual
G352-2188;2020-06-23 10:08:11.219+00;Automatic
G352-2188;2020-06-23 11:58:34.348+00;JOG - Manual
G352-2188;2020-06-23 11:58:44.567+00;Automatic
G352-2188;2020-06-23 12:51:28.128+00;JOG - Manual
G352-2188;2020-06-23 12:51:40.425+00;Automatic
G352-2188;2020-06-23 14:43:03.002+00;JOG - Manual
G352-2188;2020-06-23 14:43:34.58+00;Automatic
G352-2188;2020-06-23 16:28:31.383+00;JOG - Manual
G352-2188;2020-06-23 16:29:00.148+00;Automatic
G352-2188;2020-06-23 20:57:36.084+00;JOG - Manual
G352-2188;2020-06-23 20:57:59.318+00;Automatic
G352-2188;2020-06-24 05:47:13.794+00;JOG - Manual
G352-2188;2020-06-24 05:47:17.544+00;Automatic
G352-2188;2020-06-24 08:17:22.788+00;JOG - Manual
G352-2188;2020-06-24 08:30:41.173+00;Automatic
G352-2188;2020-06-24 08:36:39.091+00;JOG - Manual
G352-2188;2020-06-24 08:37:20.435+00;Automatic
G352-2188;2020-06-24 11:29:43.193+00;JOG - Manual
G352-2188;2020-06-24 11:29:48.224+00;Automatic
G352-2188;2020-06-24 11:36:12.533+00;JOG - Manual
G352-2188;2020-06-24 13:12:30.079+00;Automatic
G352-2188;2020-06-24 17:17:18.472+00;JOG - Manual
G352-2188;2020-06-24 17:17:39.94+00;Automatic
G352-2188;2020-06-24 17:22:47.125+00;JOG - Manual
G352-2188;2020-06-24 17:22:58.109+00;Automatic
G352-2188;2020-06-25 10:34:14.397+00;JOG - Manual
G352-2188;2020-06-25 10:36:19.974+00;Automatic
G352-2188;2020-06-25 10:45:09.861+00;JOG - Manual
G352-2188;2020-06-25 10:45:23.689+00;Automatic
G352-2188;2020-06-25 10:50:19.405+00;JOG - Manual
G352-2188;2020-06-25 10:50:59.686+00;Automatic
G352-2188;2020-06-25 10:55:03.809+00;JOG - Manual
G352-2188;2020-06-25 10:55:19.699+00;Automatic
G352-2188;2020-06-25 11:51:27.858+00;JOG - Manual
G352-2188;2020-06-25 11:52:14.982+00;Automatic
G352-2188;2020-06-25 11:54:27.888+00;JOG - Manual
G352-2188;2020-06-25 11:54:37.731+00;Automatic
G352-2188;2020-06-25 11:55:31.465+00;JOG - Manual
G352-2188;2020-06-25 11:56:00.652+00;Automatic
G352-2188;2020-06-25 12:40:04.255+00;JOG - Manual
G352-2188;2020-06-25 12:40:23.848+00;Automatic
G352-2188;2020-06-25 12:58:19.699+00;JOG - Manual
G352-2188;2020-06-25 12:59:18.511+00;Automatic
G352-2188;2020-06-25 12:59:44.448+00;JOG - Manual
G352-2188;2020-06-25 13:00:13.448+00;Automatic
G352-2188;2020-06-25 15:08:50.944+00;JOG - Manual
G352-2188;2020-06-25 15:09:16.381+00;Automatic
G352-2188;2020-06-26 05:34:58.229+00;JOG - Manual
G352-2188;2020-06-26 05:35:02.838+00;Automatic
G352-2188;2020-06-26 12:40:07.312+00;JOG - Manual
G352-2188;2020-06-26 12:40:11.312+00;Automatic
G352-2188;2020-06-26 13:11:08.449+00;JOG - Manual
G352-2188;2020-06-26 13:14:02.806+00;Automatic
G352-2188;2020-06-26 13:18:03.429+00;JOG - Manual
G352-2188;2020-06-26 13:18:16.491+00;Automatic
G352-2188;2020-06-29 04:31:30.765+00;JOG - Manual
G352-2188;2020-06-29 04:31:34.125+00;Automatic
G352-2188;2020-06-29 12:24:27.859+00;JOG - Manual
G352-2188;2020-06-29 12:24:42.218+00;Automatic
G352-2188;2020-06-29 12:45:34.466+00;MDA/MDI
G352-2188;2020-06-29 12:45:42.716+00;JOG - Manual
G352-2188;2020-06-29 12:46:58.371+00;Automatic
G352-2188;2020-06-29 13:00:30.767+00;JOG - Manual
G352-2188;2020-06-29 13:00:32.829+00;Automatic
G352-2188;2020-06-29 23:19:52.568+00;JOG - Manual
G352-2188;2020-06-29 23:20:38.24+00;Automatic
G352-2188;2020-06-29 23:21:30.38+00;JOG - Manual
G352-2188;2020-06-30 04:32:27.037+00;Automatic
G352-2188;2020-06-30 19:47:39.368+00;JOG - Manual
G352-2188;2020-06-30 20:44:15.038+00;Automatic
G352-2188;2020-06-30 20:48:13.911+00;JOG - Manual
G352-2188;2020-06-30 20:48:55.223+00;Automatic
G352-2188;2020-06-30 20:53:04.205+00;JOG - Manual
G352-2188;2020-06-30 20:53:37.627+00;Automatic
G352-2188;2020-07-01 00:38:28.784+00;JOG - Manual
G352-2188;2020-07-01 00:38:46.908+00;Automatic
G352-2188;2020-07-01 04:46:13.208+00;JOG - Manual
G352-2188;2020-07-01 04:46:16.286+00;Automatic
G352-2188;2020-07-01 10:39:54.962+00;JOG - Manual
G352-2188;2020-07-01 11:06:35.164+00;Automatic
G352-2188;2020-07-01 11:15:02.706+00;JOG - Manual
G352-2188;2020-07-01 11:16:13.737+00;Automatic
G352-2188;2020-07-01 12:14:06.874+00;JOG - Manual
G352-2188;2020-07-01 12:14:49.733+00;Automatic
G352-2188;2020-07-01 12:57:10.069+00;JOG - Manual
G352-2188;2020-07-01 12:58:35.849+00;Automatic
G352-2188;2020-07-01 13:01:38.848+00;JOG - Manual
G352-2188;2020-07-01 13:43:58.653+00;Automatic
G352-2188;2020-07-01 13:56:04.334+00;JOG - Manual
G352-2188;2020-07-01 13:58:45.082+00;Automatic
G352-2188;2020-07-01 14:07:03.453+00;JOG - Manual
G352-2188;2020-07-01 14:08:51.405+00;Automatic
G352-2188;2020-07-01 16:24:59.364+00;JOG - Manual
G352-2188;2020-07-01 16:25:40.27+00;Automatic
G352-2188;2020-07-01 16:27:54.721+00;JOG - Manual
G352-2188;2020-07-01 16:30:20.814+00;Automatic
G352-2188;2020-07-01 16:32:34.297+00;JOG - Manual
G352-2188;2020-07-01 16:32:54.234+00;Automatic
G352-2188;2020-07-01 17:47:50.695+00;JOG - Manual
G352-2188;2020-07-01 17:47:58.117+00;Automatic
G352-2188;2020-07-01 17:49:47.429+00;JOG - Manual
G352-2188;2020-07-01 17:50:14.631+00;Automatic
G352-2188;2020-07-01 17:54:32.301+00;JOG - Manual
G352-2188;2020-07-01 17:54:57.941+00;Automatic
G352-2188;2020-07-01 21:20:50.12+00;JOG - Manual
G352-2188;2020-07-01 21:24:04.353+00;Automatic
G352-2188;2020-07-01 21:24:53.243+00;JOG - Manual
G352-2188;2020-07-01 21:24:58.696+00;Automatic
G352-2188;2020-07-01 23:54:00.647+00;JOG - Manual
G352-2188;2020-07-01 23:54:05.647+00;Automatic
G352-2188;2020-07-02 04:48:11.989+00;JOG - Manual
G352-2188;2020-07-02 04:48:20.051+00;Automatic
G352-2188;2020-07-02 11:59:30.122+00;JOG - Manual
G352-2188;2020-07-02 11:59:41.654+00;Automatic
G352-2188;2020-07-02 12:34:55.463+00;JOG - Manual
G352-2188;2020-07-02 12:35:43.072+00;Automatic
G352-2188;2020-07-02 23:47:20.143+00;JOG - Manual
G352-2188;2020-07-02 23:47:32.721+00;Automatic
G352-2188;2020-07-03 13:53:27.919+00;JOG - Manual
G352-2188;2020-07-03 13:54:59.418+00;Automatic
G352-2188;2020-07-03 13:55:23.074+00;JOG - Manual
G352-2188;2020-07-03 15:05:38.974+00;Automatic
G352-2188;2020-07-03 15:15:27.422+00;JOG - Manual
G352-2188;2020-07-03 16:28:39.392+00;Automatic
G352-2188;2020-07-03 19:20:26.811+00;JOG - Manual
G352-2188;2020-07-03 20:22:06.711+00;Automatic
G352-2188;2020-07-03 21:01:15.141+00;JOG - Manual
G352-2188;2020-07-03 21:01:21.688+00;Automatic
G352-2188;2020-07-06 09:07:02.36+00;JOG - Manual
G352-2188;2020-07-06 09:07:07.063+00;Automatic
G352-2188;2020-07-06 10:40:26.342+00;JOG - Manual
G352-2188;2020-07-06 10:40:41.748+00;Automatic
G352-2188;2020-07-06 13:55:30.895+00;JOG - Manual
G352-2188;2020-07-06 13:55:38.974+00;Automatic
G352-2188;2020-07-06 14:44:33.995+00;JOG - Manual
G352-2188;2020-07-06 14:45:04.666+00;Automatic
G352-2188;2020-07-06 15:06:07.546+00;JOG - Manual
G352-2188;2020-07-06 15:06:15.171+00;Automatic
G352-2188;2020-07-06 15:06:20.421+00;JOG - Manual
G352-2188;2020-07-06 15:06:43.28+00;Automatic
G352-2188;2020-07-06 15:07:18.342+00;JOG - Manual
G352-2188;2020-07-06 15:07:27.249+00;Automatic
G352-2188;2020-07-06 15:09:07.013+00;JOG - Manual
G352-2188;2020-07-06 15:09:17.123+00;Automatic
G352-2188;2020-07-07 14:48:58.161+00;JOG - Manual
G352-2188;2020-07-07 14:49:12.833+00;Automatic
G352-2188;2020-07-07 14:49:32.395+00;JOG - Manual
G352-2188;2020-07-08 05:20:54.322+00;Automatic
G352-2188;2020-07-08 05:33:40.506+00;JOG - Manual
G352-2188;2020-07-08 05:34:02.584+00;Automatic
G352-2188;2020-07-08 05:35:04.677+00;JOG - Manual
G352-2188;2020-07-08 05:35:12.24+00;Automatic
G352-2188;2020-07-08 13:36:01.051+00;JOG - Manual
G352-2188;2020-07-08 13:36:21.645+00;Automatic
G352-2188;2020-07-08 14:01:39.444+00;JOG - Manual
G352-2188;2020-07-08 14:02:01.913+00;Automatic
G352-2188;2020-07-08 15:11:21.757+00;JOG - Manual
G352-2188;2020-07-08 15:11:36.147+00;Automatic
G352-2188;2020-07-08 15:12:08.6+00;JOG - Manual
G352-2188;2020-07-08 15:12:43.084+00;Automatic
G352-2188;2020-07-09 05:32:01.902+00;JOG - Manual
G352-2188;2020-07-09 05:32:07.542+00;Automatic
G352-2188;2020-07-10 10:39:46.076+00;JOG - Manual
G352-2188;2020-07-10 10:39:53.482+00;Automatic
G352-2188;2020-07-10 14:36:29.735+00;JOG - Manual
G352-2188;2020-07-10 14:37:08.578+00;Automatic
G352-2188;2020-07-10 14:37:48.14+00;JOG - Manual
G352-2188;2020-07-10 14:38:22.202+00;Automatic
G352-2188;2020-07-13 05:45:07.319+00;JOG - Manual
G352-2188;2020-07-13 05:45:11.944+00;Automatic
G352-2188;2020-07-13 08:58:26.908+00;JOG - Manual
G352-2188;2020-07-13 11:09:54.746+00;MDA/MDI
G352-2188;2020-07-13 11:09:58.481+00;Automatic
G352-2188;2020-07-13 11:10:00.121+00;JOG - Manual
G352-2188;2020-07-13 11:10:26.277+00;MDA/MDI
G352-2188;2020-07-13 11:11:10.48+00;JOG - Manual
G352-2188;2020-07-13 11:26:22.644+00;Automatic
G352-2188;2020-07-13 11:26:45.925+00;MDA/MDI
G352-2188;2020-07-13 11:26:47.785+00;JOG - Manual
G352-2188;2020-07-13 12:49:45.633+00;Automatic
G352-2188;2020-07-13 13:04:02.187+00;JOG - Manual
G352-2188;2020-07-13 14:12:35.647+00;Automatic
G352-2188;2020-07-14 05:46:42.158+00;JOG - Manual
G352-2188;2020-07-14 05:49:15.36+00;Automatic
G352-2188;2020-07-14 05:49:41.078+00;JOG - Manual
G352-2188;2020-07-14 05:51:17.218+00;Automatic
G352-2188;2020-07-14 05:53:11.029+00;JOG - Manual
G352-2188;2020-07-14 06:05:24.742+00;MDA/MDI
G352-2188;2020-07-14 06:05:28.757+00;JOG - Manual
G352-2188;2020-07-14 06:05:34.57+00;MDA/MDI
G352-2188;2020-07-14 06:07:36.959+00;JOG - Manual
G352-2188;2020-07-14 06:20:07.828+00;MDA/MDI
G352-2188;2020-07-14 06:20:53.296+00;JOG - Manual
G352-2188;2020-07-14 06:40:59.317+00;Automatic
G352-2188;2020-07-14 06:41:01.942+00;MDA/MDI
G352-2188;2020-07-14 06:49:06.844+00;JOG - Manual
G352-2188;2020-07-14 07:03:58.258+00;MDA/MDI
G352-2188;2020-07-14 07:12:09.615+00;JOG - Manual
G352-2188;2020-07-14 12:07:34.826+00;Automatic
G352-2188;2020-07-14 12:07:45.513+00;JOG - Manual
G352-2188;2020-07-14 14:37:24.328+00;Automatic
G352-2188;2020-07-15 05:10:21.285+00;JOG - Manual
G352-2188;2020-07-15 05:16:17.361+00;Automatic
G352-2188;2020-07-15 13:51:51.455+00;JOG - Manual
G352-2188;2020-07-15 13:52:47.127+00;Automatic
G352-2188;2020-07-17 05:32:22.254+00;JOG - Manual
G352-2188;2020-07-17 06:03:38.112+00;Automatic
G352-2188;2020-07-17 06:10:57.389+00;JOG - Manual
G352-2188;2020-07-17 06:11:25.842+00;Automatic
G352-2188;2020-07-17 06:15:57.496+00;JOG - Manual
G352-2188;2020-07-17 06:16:25.246+00;Automatic
G352-2188;2020-07-17 06:18:10.245+00;JOG - Manual
G352-2188;2020-07-17 06:20:06.775+00;Automatic
G352-2188;2020-07-17 07:59:05.176+00;JOG - Manual
G352-2188;2020-07-17 07:59:34.722+00;Automatic
G352-2188;2020-07-20 05:15:00.981+00;JOG - Manual
G352-2188;2020-07-20 05:15:13.106+00;Automatic
G352-2188;2020-07-20 09:34:46.037+00;JOG - Manual
G352-2188;2020-07-20 09:35:05.63+00;Automatic
G352-2188;2020-07-20 10:54:33.369+00;JOG - Manual
G352-2188;2020-07-20 11:00:13.757+00;Automatic
G352-2188;2020-07-20 17:56:54.564+00;JOG - Manual
G352-2188;2020-07-20 17:57:21.845+00;Automatic
G352-2188;2020-07-20 18:02:52.729+00;JOG - Manual
G352-2188;2020-07-20 18:03:23.26+00;Automatic
G352-2188;2020-07-20 18:04:21.806+00;JOG - Manual
G352-2188;2020-07-20 18:04:34.446+00;Automatic
G352-2188;2020-07-20 18:20:40.21+00;JOG - Manual
G352-2188;2020-07-20 18:40:01.769+00;Automatic
G352-2188;2020-07-20 18:51:55.445+00;JOG - Manual
G352-2188;2020-07-20 18:52:11.585+00;Automatic
G352-2188;2020-07-20 18:52:15.523+00;JOG - Manual
G352-2188;2020-07-20 18:52:33.96+00;Automatic
G352-2188;2020-07-20 18:53:19.365+00;JOG - Manual
G352-2188;2020-07-20 18:53:55.115+00;Automatic
G352-2188;2020-07-20 18:57:07.424+00;JOG - Manual
G352-2188;2020-07-20 18:57:39.658+00;Automatic
G352-2188;2020-07-20 19:40:02.762+00;JOG - Manual
