machineid;timestamp;mode
G552-2307;2020-07-16 05:58:28.345+00;Automatic
G552-2307;2020-07-16 06:07:54.473+00;JOG - Manual
G552-2307;2020-07-16 06:08:22.569+00;Automatic
G552-2307;2020-07-16 06:53:01.964+00;JOG - Manual
G552-2307;2020-07-16 06:54:25.502+00;Automatic
G552-2307;2020-07-16 06:54:28.045+00;MDA/MDI
G552-2307;2020-07-16 06:55:29.728+00;Automatic
G552-2307;2020-07-16 06:55:44.049+00;JOG - Manual
G552-2307;2020-07-16 06:56:01.334+00;Automatic
G552-2307;2020-07-16 07:04:11.77+00;JOG - Manual
G552-2307;2020-07-16 07:04:14.546+00;Automatic
G552-2307;2020-07-16 07:07:28.502+00;JOG - Manual
G552-2307;2020-07-16 07:07:34.477+00;Automatic
G552-2307;2020-07-16 07:10:33.442+00;JOG - Manual
G552-2307;2020-07-16 07:11:04.158+00;Automatic
G552-2307;2020-07-16 08:04:45.08+00;JOG - Manual
G552-2307;2020-07-16 08:06:08.135+00;Automatic
G552-2307;2020-07-16 08:16:57.021+00;JOG - Manual
G552-2307;2020-07-16 08:17:01.888+00;Automatic
G552-2307;2020-07-16 08:34:07.797+00;JOG - Manual
G552-2307;2020-07-16 08:35:49.76+00;Automatic
G552-2307;2020-07-16 09:09:05.699+00;JOG - Manual
G552-2307;2020-07-16 09:09:11.034+00;Automatic
G552-2307;2020-07-16 10:13:16.958+00;JOG - Manual
G552-2307;2020-07-16 10:15:06.814+00;Automatic
G552-2307;2020-07-16 10:38:32.554+00;JOG - Manual
G552-2307;2020-07-16 10:38:40.838+00;Automatic
G552-2307;2020-07-16 11:25:03.678+00;JOG - Manual
G552-2307;2020-07-16 11:25:31.648+00;Automatic
G552-2307;2020-07-16 13:10:14.324+00;JOG - Manual
G552-2307;2020-07-16 13:10:24.058+00;Automatic
G552-2307;2020-07-16 13:11:19.438+00;MDA/MDI
G552-2307;2020-07-16 13:12:23.29+00;JOG - Manual
G552-2307;2020-07-16 13:12:26.628+00;Automatic
G552-2307;2020-07-16 13:14:10.259+00;MDA/MDI
G552-2307;2020-07-16 13:15:27.137+00;Automatic
G552-2307;2020-07-17 05:55:29.995+00;JOG - Manual
G552-2307;2020-07-17 05:55:29.995+00;Automatic
G552-2307;2020-07-17 05:59:24.902+00;JOG - Manual
G552-2307;2020-07-17 05:59:29.223+00;Automatic
G552-2307;2020-07-17 06:03:59.729+00;JOG - Manual
G552-2307;2020-07-17 06:04:04.627+00;Automatic
G552-2307;2020-07-17 07:32:00.971+00;JOG - Manual
G552-2307;2020-07-17 07:32:07.585+00;Automatic
G552-2307;2020-07-17 07:35:58.405+00;JOG - Manual
G552-2307;2020-07-17 07:36:07.889+00;Automatic
G552-2307;2020-07-17 07:55:32.498+00;JOG - Manual
G552-2307;2020-07-17 07:55:39.188+00;Automatic
G552-2307;2020-07-17 08:37:31.178+00;JOG - Manual
G552-2307;2020-07-17 08:37:38.588+00;Automatic
G552-2307;2020-07-17 08:44:46.124+00;JOG - Manual
G552-2307;2020-07-17 08:44:47.201+00;Automatic
G552-2307;2020-07-17 09:21:31.963+00;JOG - Manual
G552-2307;2020-07-17 09:24:54.842+00;Automatic
G552-2307;2020-07-17 10:37:20.141+00;JOG - Manual
G552-2307;2020-07-17 10:37:32.746+00;Automatic
G552-2307;2020-07-17 10:37:47.55+00;JOG - Manual
G552-2307;2020-07-17 10:37:52.23+00;Automatic
G552-2307;2020-07-17 10:37:55.756+00;JOG - Manual
G552-2307;2020-07-17 10:38:08.626+00;Automatic
G552-2307;2020-07-17 10:38:46.955+00;JOG - Manual
G552-2307;2020-07-17 10:39:25.503+00;Automatic
G552-2307;2020-07-17 10:40:28.34+00;JOG - Manual
G552-2307;2020-07-17 10:40:38.527+00;Automatic
G552-2307;2020-07-17 14:06:12.403+00;JOG - Manual
G552-2307;2020-07-17 14:06:23.526+00;Automatic
G552-2307;2020-07-18 05:20:24.445+00;JOG - Manual
G552-2307;2020-07-18 05:20:31.293+00;Automatic
G552-2307;2020-07-18 05:23:22.41+00;JOG - Manual
G552-2307;2020-07-18 05:26:00.455+00;Automatic
G552-2307;2020-07-18 05:41:35.104+00;JOG - Manual
G552-2307;2020-07-18 05:41:42.186+00;Automatic
G552-2307;2020-07-18 06:04:31.641+00;JOG - Manual
G552-2307;2020-07-18 06:04:42.592+00;Automatic
G552-2307;2020-07-18 06:33:43.064+00;JOG - Manual
G552-2307;2020-07-18 06:36:02.997+00;Automatic
G552-2307;2020-07-18 06:40:51.334+00;JOG - Manual
G552-2307;2020-07-18 06:41:01.474+00;Automatic
G552-2307;2020-07-18 06:43:41.359+00;JOG - Manual
G552-2307;2020-07-18 06:43:51.063+00;Automatic
G552-2307;2020-07-18 06:53:52.524+00;JOG - Manual
G552-2307;2020-07-18 06:53:52.727+00;Automatic
G552-2307;2020-07-20 04:13:17.331+00;JOG - Manual
G552-2307;2020-07-20 04:13:24.663+00;Automatic
G552-2307;2020-07-20 05:11:43.032+00;JOG - Manual
G552-2307;2020-07-20 05:15:04.726+00;Automatic
G552-2307;2020-07-20 05:24:27.219+00;JOG - Manual
G552-2307;2020-07-20 05:24:34.676+00;Automatic
G552-2307;2020-07-20 05:52:33.012+00;JOG - Manual
G552-2307;2020-07-20 05:52:36.678+00;Automatic
G552-2307;2020-07-20 06:10:54.411+00;JOG - Manual
G552-2307;2020-07-20 06:10:59.652+00;Automatic
G552-2307;2020-07-20 06:18:03.569+00;JOG - Manual
G552-2307;2020-07-20 06:18:10.714+00;Automatic
G552-2307;2020-07-20 06:22:55.884+00;JOG - Manual
G552-2307;2020-07-20 06:23:00.876+00;Automatic
G552-2307;2020-07-20 07:12:32.118+00;MDA/MDI
G552-2307;2020-07-20 07:12:34.926+00;Automatic
G552-2307;2020-07-20 09:18:38.466+00;JOG - Manual
G552-2307;2020-07-20 09:18:48.637+00;Automatic
G552-2307;2020-07-20 10:44:40.555+00;JOG - Manual
G552-2307;2020-07-20 10:44:49.712+00;Automatic
G552-2307;2020-07-20 15:16:06.739+00;JOG - Manual
G552-2307;2020-07-20 15:18:48.106+00;Automatic
G552-2307;2020-07-20 15:29:30.253+00;JOG - Manual
G552-2307;2020-07-20 15:29:31.782+00;Automatic
G552-2307;2020-07-20 15:31:37.394+00;JOG - Manual
G552-2307;2020-07-20 15:32:31.136+00;Automatic
G552-2307;2020-07-20 15:32:36.034+00;JOG - Manual
G552-2307;2020-07-20 15:32:48.468+00;Automatic
G552-2307;2020-07-20 15:33:08.389+00;JOG - Manual
G552-2307;2020-07-20 15:33:57.249+00;Automatic
G552-2307;2020-07-20 15:36:58.818+00;JOG - Manual
G552-2307;2020-07-20 15:39:10.077+00;Automatic
G552-2307;2020-07-20 15:39:15.272+00;JOG - Manual
G552-2307;2020-07-20 15:39:26.676+00;Automatic
G552-2307;2020-07-20 15:39:49.405+00;JOG - Manual
G552-2307;2020-07-20 15:48:13.585+00;Automatic
G552-2307;2020-07-20 18:20:06.274+00;MDA/MDI
G552-2307;2020-07-20 18:22:03.181+00;Automatic
G552-2307;2020-07-20 18:28:41.811+00;JOG - Manual
G552-2307;2020-07-20 18:28:51.295+00;Automatic
G552-2307;2020-07-20 18:28:59.751+00;JOG - Manual
G552-2307;2020-07-20 18:29:33.353+00;Automatic
G552-2307;2020-07-20 18:30:18.984+00;JOG - Manual
G552-2307;2020-07-20 18:31:23.272+00;Automatic
G552-2307;2020-07-20 18:32:28.152+00;MDA/MDI
G552-2307;2020-07-20 18:32:46.139+00;Automatic
G552-2307;2020-07-20 18:40:12.723+00;JOG - Manual
G552-2307;2020-07-20 18:40:49.025+00;Automatic
G552-2307;2020-07-20 18:41:49.959+00;MDA/MDI
G552-2307;2020-07-20 18:42:36.619+00;Automatic
G552-2307;2020-07-21 04:35:36.636+00;JOG - Manual
G552-2307;2020-07-21 04:35:44.935+00;Automatic
G552-2307;2020-07-21 04:39:48.64+00;JOG - Manual
G552-2307;2020-07-21 04:39:55.738+00;Automatic
G552-2307;2020-07-21 05:13:20.335+00;JOG - Manual
G552-2307;2020-07-21 05:16:09.222+00;Automatic
G552-2307;2020-07-21 08:30:40.904+00;JOG - Manual
G552-2307;2020-07-21 09:15:16.259+00;Automatic
G552-2307;2020-07-21 10:04:34.022+00;JOG - Manual
G552-2307;2020-07-21 10:04:40.372+00;Automatic
G552-2307;2020-07-21 10:11:35.99+00;JOG - Manual
G552-2307;2020-07-21 10:11:43.181+00;Automatic
G552-2307;2020-07-21 10:12:50.558+00;JOG - Manual
G552-2307;2020-07-21 10:12:58.342+00;Automatic
G552-2307;2020-07-21 10:14:55.53+00;JOG - Manual
G552-2307;2020-07-21 10:15:01.833+00;Automatic
G552-2307;2020-07-21 10:23:35.669+00;JOG - Manual
G552-2307;2020-07-21 10:24:00.988+00;Automatic
G552-2307;2020-07-21 10:26:05.305+00;JOG - Manual
G552-2307;2020-07-21 10:26:12.965+00;Automatic
G552-2307;2020-07-21 10:44:59.744+00;JOG - Manual
G552-2307;2020-07-21 10:45:08.605+00;Automatic
G552-2307;2020-07-21 10:50:22.651+00;JOG - Manual
G552-2307;2020-07-21 10:50:37.019+00;Automatic
G552-2307;2020-07-21 11:14:14.927+00;JOG - Manual
G552-2307;2020-07-21 11:14:18.5+00;Automatic
G552-2307;2020-07-21 11:17:25.451+00;JOG - Manual
G552-2307;2020-07-21 11:17:34.905+00;Automatic
G552-2307;2020-07-21 11:40:05.125+00;JOG - Manual
G552-2307;2020-07-21 11:40:42.939+00;Automatic
G552-2307;2020-07-21 11:47:35.64+00;JOG - Manual
G552-2307;2020-07-21 11:54:05.939+00;Automatic
G552-2307;2020-07-21 12:02:57.474+00;JOG - Manual
G552-2307;2020-07-21 12:03:00.952+00;Automatic
G552-2307;2020-07-21 12:05:07.08+00;JOG - Manual
G552-2307;2020-07-21 12:05:34.502+00;Automatic
G552-2307;2020-07-21 12:17:48.15+00;JOG - Manual
G552-2307;2020-07-21 12:18:07.759+00;Automatic
G552-2307;2020-07-21 12:48:17.057+00;JOG - Manual
G552-2307;2020-07-21 12:48:21.332+00;Automatic
G552-2307;2020-07-21 15:38:59.381+00;JOG - Manual
G552-2307;2020-07-21 15:39:07.961+00;Automatic
G552-2307;2020-07-21 17:06:56.177+00;JOG - Manual
G552-2307;2020-07-21 17:07:45.286+00;Automatic
G552-2307;2020-07-21 17:10:10.523+00;JOG - Manual
G552-2307;2020-07-21 17:10:19.119+00;Automatic
G552-2307;2020-07-21 18:27:30.055+00;JOG - Manual
G552-2307;2020-07-21 18:27:51.973+00;Automatic
G552-2307;2020-07-21 18:31:25.757+00;JOG - Manual
G552-2307;2020-07-21 18:31:37.566+00;Automatic
G552-2307;2020-07-21 23:42:38.326+00;JOG - Manual
G552-2307;2020-07-21 23:43:20.945+00;Automatic
G552-2307;2020-07-21 23:43:38.886+00;JOG - Manual
G552-2307;2020-07-21 23:44:22.472+00;Automatic
G552-2307;2020-07-22 00:21:50.883+00;JOG - Manual
G552-2307;2020-07-22 00:21:54.238+00;Automatic
G552-2307;2020-07-22 04:59:19.747+00;JOG - Manual
G552-2307;2020-07-22 05:01:20.055+00;Automatic
G552-2307;2020-07-22 05:01:31.318+00;JOG - Manual
G552-2307;2020-07-22 05:01:38.541+00;Automatic
G552-2307;2020-07-22 06:54:21.764+00;JOG - Manual
G552-2307;2020-07-22 06:54:24.852+00;Automatic
G552-2307;2020-07-22 07:33:02.216+00;JOG - Manual
G552-2307;2020-07-22 07:41:23.931+00;Automatic
G552-2307;2020-07-22 08:25:06.417+00;JOG - Manual
G552-2307;2020-07-22 08:27:02.731+00;Automatic
G552-2307;2020-07-22 08:30:17.654+00;JOG - Manual
G552-2307;2020-07-22 08:47:03.393+00;MDA/MDI
G552-2307;2020-07-22 08:54:41.583+00;JOG - Manual
G552-2307;2020-07-22 09:00:32.555+00;Automatic
G552-2307;2020-07-22 09:01:28.465+00;JOG - Manual
G552-2307;2020-07-22 09:01:45.703+00;Automatic
G552-2307;2020-07-22 10:20:10.038+00;JOG - Manual
G552-2307;2020-07-22 10:21:52.547+00;Automatic
G552-2307;2020-07-22 10:31:10.531+00;JOG - Manual
G552-2307;2020-07-22 10:31:28.97+00;Automatic
G552-2307;2020-07-22 11:24:59.206+00;JOG - Manual
G552-2307;2020-07-22 11:25:18.706+00;Automatic
G552-2307;2020-07-22 11:40:29.065+00;JOG - Manual
G552-2307;2020-07-22 11:40:42.996+00;Automatic
G552-2307;2020-07-22 11:52:38.557+00;JOG - Manual
G552-2307;2020-07-22 11:52:54.438+00;Automatic
G552-2307;2020-07-22 12:44:21.292+00;JOG - Manual
G552-2307;2020-07-22 12:44:31.027+00;Automatic
G552-2307;2020-07-22 14:18:48.715+00;JOG - Manual
G552-2307;2020-07-22 14:19:11.148+00;Automatic
G552-2307;2020-07-22 15:01:37.459+00;JOG - Manual
G552-2307;2020-07-22 15:01:39.377+00;Automatic
G552-2307;2020-07-22 15:24:40.751+00;JOG - Manual
G552-2307;2020-07-22 15:25:13.476+00;Automatic
G552-2307;2020-07-22 15:39:35.657+00;JOG - Manual
G552-2307;2020-07-22 15:39:47.077+00;Automatic
G552-2307;2020-07-22 15:42:56.294+00;JOG - Manual
G552-2307;2020-07-22 15:43:05.654+00;Automatic
G552-2307;2020-07-22 16:45:56.701+00;JOG - Manual
G552-2307;2020-07-22 16:46:06.56+00;Automatic
G552-2307;2020-07-22 16:58:07.799+00;JOG - Manual
G552-2307;2020-07-22 16:58:23.166+00;Automatic
G552-2307;2020-07-22 18:18:24.502+00;JOG - Manual
G552-2307;2020-07-22 18:18:51.163+00;Automatic
G552-2307;2020-07-22 18:25:21.649+00;JOG - Manual
G552-2307;2020-07-22 18:27:32.549+00;Automatic
G552-2307;2020-07-22 19:05:01.257+00;JOG - Manual
G552-2307;2020-07-22 19:05:04.86+00;Automatic
G552-2307;2020-07-22 23:32:07.052+00;MDA/MDI
G552-2307;2020-07-22 23:32:33.479+00;Automatic
G552-2307;2020-07-22 23:57:54.691+00;JOG - Manual
G552-2307;2020-07-23 00:00:06.793+00;Automatic
G552-2307;2020-07-23 00:02:08.115+00;MDA/MDI
G552-2307;2020-07-23 00:04:41.152+00;Automatic
G552-2307;2020-07-23 00:05:44.301+00;MDA/MDI
G552-2307;2020-07-23 00:06:49.104+00;Automatic
G552-2307;2020-07-23 00:07:29.321+00;JOG - Manual
G552-2307;2020-07-23 00:08:12.596+00;Automatic
G552-2307;2020-07-23 04:07:42.277+00;JOG - Manual
G552-2307;2020-07-23 04:08:18.267+00;Automatic
G552-2307;2020-07-23 04:08:50.481+00;JOG - Manual
G552-2307;2020-07-23 04:08:57.017+00;Automatic
G552-2307;2020-07-23 04:15:01.576+00;JOG - Manual
G552-2307;2020-07-23 04:15:07.411+00;Automatic
G552-2307;2020-07-23 04:32:14.599+00;JOG - Manual
G552-2307;2020-07-23 04:32:19.669+00;Automatic
G552-2307;2020-07-23 05:07:33.748+00;MDA/MDI
G552-2307;2020-07-23 05:20:53.378+00;Automatic
G552-2307;2020-07-23 07:04:37.927+00;JOG - Manual
G552-2307;2020-07-23 08:36:33.67+00;MDA/MDI
G552-2307;2020-07-23 09:03:06.362+00;Automatic
G552-2307;2020-07-23 09:12:20.384+00;JOG - Manual
G552-2307;2020-07-23 09:56:38.903+00;Automatic
G552-2307;2020-07-23 10:00:19.178+00;JOG - Manual
G552-2307;2020-07-23 10:00:27.103+00;Automatic
G552-2307;2020-07-23 11:56:04.14+00;JOG - Manual
G552-2307;2020-07-23 11:57:17.726+00;Automatic
G552-2307;2020-07-23 11:59:32.526+00;JOG - Manual
G552-2307;2020-07-23 12:00:06.753+00;MDA/MDI
G552-2307;2020-07-23 12:23:42.29+00;JOG - Manual
G552-2307;2020-07-23 12:23:47.672+00;MDA/MDI
G552-2307;2020-07-23 12:26:29.477+00;JOG - Manual
G552-2307;2020-07-23 12:26:31.801+00;MDA/MDI
G552-2307;2020-07-23 12:30:38.595+00;JOG - Manual
G552-2307;2020-07-23 12:51:19.832+00;Automatic
G552-2307;2020-07-23 12:51:49.862+00;JOG - Manual
G552-2307;2020-07-23 12:52:59.236+00;Automatic
G552-2307;2020-07-23 12:53:00.156+00;MDA/MDI
G552-2307;2020-07-23 12:54:46.674+00;Automatic
G552-2307;2020-07-23 13:05:47.135+00;JOG - Manual
G552-2307;2020-07-23 13:09:51.729+00;Automatic
G552-2307;2020-07-23 14:16:56.742+00;JOG - Manual
G552-2307;2020-07-23 14:17:07.163+00;Automatic
G552-2307;2020-07-23 14:54:27.057+00;JOG - Manual
G552-2307;2020-07-23 16:37:20.609+00;Automatic
G552-2307;2020-07-23 16:43:43.358+00;JOG - Manual
G552-2307;2020-07-23 17:02:33.99+00;Automatic
G552-2307;2020-07-23 17:11:58.184+00;JOG - Manual
G552-2307;2020-07-23 17:12:59.383+00;Automatic
G552-2307;2020-07-23 17:32:15.85+00;JOG - Manual
G552-2307;2020-07-23 17:32:25.74+00;Automatic
G552-2307;2020-07-23 17:40:43.243+00;JOG - Manual
G552-2307;2020-07-23 17:40:50.497+00;Automatic
G552-2307;2020-07-24 05:31:02.963+00;JOG - Manual
G552-2307;2020-07-24 05:31:34.069+00;Automatic
G552-2307;2020-07-24 05:52:31.874+00;JOG - Manual
G552-2307;2020-07-24 05:52:38.426+00;Automatic
G552-2307;2020-07-24 07:17:30.127+00;JOG - Manual
G552-2307;2020-07-24 07:17:40.767+00;Automatic
G552-2307;2020-07-24 07:21:27.436+00;JOG - Manual
G552-2307;2020-07-24 07:21:29.199+00;MDA/MDI
G552-2307;2020-07-24 07:22:20.944+00;Automatic
G552-2307;2020-07-24 07:24:05.808+00;JOG - Manual
G552-2307;2020-07-24 07:24:10.192+00;Automatic
G552-2307;2020-07-24 07:25:57.552+00;JOG - Manual
G552-2307;2020-07-24 07:26:07.926+00;Automatic
G552-2307;2020-07-24 07:30:22.816+00;JOG - Manual
G552-2307;2020-07-24 07:43:02.744+00;MDA/MDI
G552-2307;2020-07-24 07:43:02.962+00;JOG - Manual
G552-2307;2020-07-24 07:43:05.864+00;Automatic
G552-2307;2020-07-24 07:43:07.938+00;MDA/MDI
G552-2307;2020-07-24 08:09:53.859+00;JOG - Manual
G552-2307;2020-07-24 08:12:08.301+00;MDA/MDI
G552-2307;2020-07-24 08:15:04.567+00;JOG - Manual
G552-2307;2020-07-24 08:17:14.375+00;MDA/MDI
G552-2307;2020-07-24 08:17:16.029+00;JOG - Manual
G552-2307;2020-07-24 08:17:26.216+00;MDA/MDI
G552-2307;2020-07-24 08:20:06.366+00;JOG - Manual
G552-2307;2020-07-24 08:25:26.574+00;MDA/MDI
G552-2307;2020-07-24 08:26:15.199+00;Automatic
G552-2307;2020-07-24 08:26:54.855+00;JOG - Manual
G552-2307;2020-07-24 08:27:01.61+00;Automatic
G552-2307;2020-07-24 08:28:51.325+00;JOG - Manual
G552-2307;2020-07-24 08:29:55.27+00;Automatic
G552-2307;2020-07-24 08:36:38.361+00;JOG - Manual
G552-2307;2020-07-24 08:36:39.235+00;Automatic
G552-2307;2020-07-24 08:39:56.077+00;JOG - Manual
G552-2307;2020-07-24 08:40:19.57+00;Automatic
G552-2307;2020-07-24 08:46:49.526+00;JOG - Manual
G552-2307;2020-07-24 08:46:53.738+00;Automatic
G552-2307;2020-07-24 08:59:06.568+00;JOG - Manual
G552-2307;2020-07-24 09:05:21.158+00;MDA/MDI
G552-2307;2020-07-24 09:05:44.012+00;JOG - Manual
G552-2307;2020-07-24 09:06:01.905+00;Automatic
G552-2307;2020-07-24 12:19:20.72+00;JOG - Manual
G552-2307;2020-07-24 12:19:41+00;Automatic
G552-2307;2020-07-24 12:45:03.617+00;JOG - Manual
G552-2307;2020-07-24 12:47:03.441+00;MDA/MDI
G552-2307;2020-07-24 12:47:37.278+00;Automatic
G552-2307;2020-07-25 03:38:37.979+00;JOG - Manual
G552-2307;2020-07-25 03:38:53.221+00;Automatic
G552-2307;2020-07-25 03:43:20.435+00;JOG - Manual
G552-2307;2020-07-25 03:43:27.455+00;Automatic
G552-2307;2020-07-25 04:23:38.045+00;JOG - Manual
G552-2307;2020-07-25 04:26:13.328+00;Automatic
G552-2307;2020-07-25 04:30:32.477+00;JOG - Manual
G552-2307;2020-07-25 04:31:16.111+00;Automatic
G552-2307;2020-07-27 16:53:48.306+00;JOG - Manual
G552-2307;2020-07-27 16:54:11.3+00;Automatic
G552-2307;2020-07-27 17:13:18.298+00;JOG - Manual
G552-2307;2020-07-27 17:13:22.416+00;Automatic
G552-2307;2020-07-27 17:21:56.221+00;JOG - Manual
G552-2307;2020-07-27 17:22:05.534+00;Automatic
G552-2307;2020-07-27 17:47:23.112+00;JOG - Manual
G552-2307;2020-07-27 17:49:25.807+00;MDA/MDI
G552-2307;2020-07-27 17:52:10.887+00;Automatic
G552-2307;2020-07-27 17:52:47.079+00;JOG - Manual
G552-2307;2020-07-27 17:52:56.736+00;Automatic
G552-2307;2020-07-27 19:03:26.64+00;JOG - Manual
G552-2307;2020-07-27 19:04:25.796+00;Automatic
G552-2307;2020-07-27 19:28:19.102+00;JOG - Manual
G552-2307;2020-07-27 19:41:05.223+00;Automatic
G552-2307;2020-07-27 20:34:39.015+00;JOG - Manual
G552-2307;2020-07-27 21:14:36.875+00;Automatic
G552-2307;2020-07-27 21:21:29.982+00;JOG - Manual
G552-2307;2020-07-27 21:22:24.769+00;Automatic
G552-2307;2020-07-27 21:29:15.161+00;JOG - Manual
G552-2307;2020-07-27 21:29:23.445+00;Automatic
G552-2307;2020-07-27 21:43:25.632+00;JOG - Manual
G552-2307;2020-07-27 21:44:29.67+00;Automatic
G552-2307;2020-07-27 21:49:25.417+00;JOG - Manual
G552-2307;2020-07-27 21:51:20.405+00;Automatic
G552-2307;2020-07-27 21:55:28.337+00;JOG - Manual
G552-2307;2020-07-27 21:57:40.923+00;Automatic
G552-2307;2020-07-27 22:03:09.898+00;JOG - Manual
G552-2307;2020-07-27 22:06:11.498+00;Automatic
G552-2307;2020-07-27 22:11:21.363+00;JOG - Manual
G552-2307;2020-07-27 22:45:51.512+00;Automatic
G552-2307;2020-07-27 22:47:01.185+00;JOG - Manual
G552-2307;2020-07-27 22:47:09.492+00;Automatic
G552-2307;2020-07-27 22:48:41.98+00;JOG - Manual
G552-2307;2020-07-27 22:48:49.585+00;Automatic
G552-2307;2020-07-27 22:53:41.494+00;JOG - Manual
G552-2307;2020-07-27 22:53:45.099+00;Automatic
G552-2307;2020-07-27 23:02:26.967+00;JOG - Manual
G552-2307;2020-07-27 23:03:30.541+00;Automatic
G552-2307;2020-07-27 23:05:05.955+00;JOG - Manual
G552-2307;2020-07-27 23:05:53.163+00;Automatic
G552-2307;2020-07-27 23:10:06.684+00;JOG - Manual
G552-2307;2020-07-27 23:10:14.921+00;Automatic
G552-2307;2020-07-28 03:46:02.199+00;JOG - Manual
G552-2307;2020-07-28 03:46:32.713+00;Automatic
G552-2307;2020-07-28 09:52:29.176+00;JOG - Manual
G552-2307;2020-07-28 09:54:08.97+00;Automatic
G552-2307;2020-07-28 09:56:09.247+00;JOG - Manual
G552-2307;2020-07-28 09:57:53.471+00;Automatic
G552-2307;2020-07-28 10:14:03.485+00;JOG - Manual
G552-2307;2020-07-28 10:14:21.285+00;MDA/MDI
G552-2307;2020-07-28 10:14:26.246+00;JOG - Manual
G552-2307;2020-07-28 10:14:56.931+00;Automatic
G552-2307;2020-07-28 10:18:49.7+00;JOG - Manual
G552-2307;2020-07-28 10:19:06.237+00;Automatic
G552-2307;2020-07-28 10:19:34.754+00;JOG - Manual
G552-2307;2020-07-28 10:19:41.742+00;Automatic
G552-2307;2020-07-28 11:30:05.391+00;JOG - Manual
G552-2307;2020-07-28 11:30:13.722+00;Automatic
G552-2307;2020-07-28 16:45:19.545+00;JOG - Manual
G552-2307;2020-07-28 16:45:34.319+00;Automatic
G552-2307;2020-07-28 17:46:27.083+00;JOG - Manual
G552-2307;2020-07-28 17:47:03.306+00;Automatic
G552-2307;2020-07-28 17:48:21.307+00;JOG - Manual
G552-2307;2020-07-28 17:48:31.79+00;Automatic
G552-2307;2020-07-28 19:18:12.888+00;JOG - Manual
G552-2307;2020-07-28 19:18:19.534+00;Automatic
G552-2307;2020-07-28 19:19:55.63+00;JOG - Manual
G552-2307;2020-07-28 19:20:01.059+00;Automatic
G552-2307;2020-07-28 19:40:15.496+00;JOG - Manual
G552-2307;2020-07-28 19:40:22.048+00;Automatic
G552-2307;2020-07-28 19:43:44.1+00;JOG - Manual
G552-2307;2020-07-28 19:43:50.824+00;Automatic
G552-2307;2020-07-28 19:59:04.054+00;JOG - Manual
G552-2307;2020-07-28 19:59:11.276+00;Automatic
G552-2307;2020-07-28 21:07:20.593+00;JOG - Manual
G552-2307;2020-07-28 21:07:27.052+00;Automatic
G552-2307;2020-07-28 21:10:35.532+00;JOG - Manual
G552-2307;2020-07-28 21:10:43.145+00;Automatic
G552-2307;2020-07-28 21:12:43.063+00;JOG - Manual
G552-2307;2020-07-28 21:12:51.19+00;Automatic
G552-2307;2020-07-28 21:28:24.451+00;JOG - Manual
G552-2307;2020-07-28 21:32:56.251+00;Automatic
G552-2307;2020-07-28 21:35:27.947+00;JOG - Manual
G552-2307;2020-07-28 21:35:31.41+00;Automatic
G552-2307;2020-07-28 22:13:14.017+00;MDA/MDI
G552-2307;2020-07-28 22:14:41.705+00;Automatic
G552-2307;2020-07-28 22:36:49.976+00;JOG - Manual
G552-2307;2020-07-28 22:37:10.521+00;MDA/MDI
G552-2307;2020-07-28 22:37:23.906+00;JOG - Manual
G552-2307;2020-07-28 22:38:49.769+00;MDA/MDI
G552-2307;2020-07-28 22:43:01.211+00;Automatic
G552-2307;2020-07-28 22:44:59.897+00;JOG - Manual
G552-2307;2020-07-28 22:45:05.139+00;Automatic
G552-2307;2020-07-28 22:49:21.62+00;JOG - Manual
G552-2307;2020-07-28 22:49:29.514+00;Automatic
G552-2307;2020-07-28 22:53:01.285+00;JOG - Manual
G552-2307;2020-07-28 22:54:01.813+00;MDA/MDI
G552-2307;2020-07-28 22:57:13.273+00;Automatic
G552-2307;2020-07-28 23:12:28.048+00;JOG - Manual
G552-2307;2020-07-28 23:12:36.316+00;Automatic
G552-2307;2020-07-28 23:19:48.735+00;JOG - Manual
G552-2307;2020-07-28 23:23:20.241+00;Automatic
G552-2307;2020-07-28 23:38:06.763+00;JOG - Manual
G552-2307;2020-07-28 23:39:13.36+00;Automatic
G552-2307;2020-07-28 23:39:16.059+00;MDA/MDI
G552-2307;2020-07-28 23:52:16.891+00;Automatic
G552-2307;2020-07-29 00:37:19.062+00;JOG - Manual
G552-2307;2020-07-29 00:37:31.449+00;Automatic
G552-2307;2020-07-29 03:42:59.705+00;JOG - Manual
G552-2307;2020-07-29 03:43:05.181+00;Automatic
G552-2307;2020-07-29 03:49:21.549+00;JOG - Manual
G552-2307;2020-07-29 03:49:33.842+00;Automatic
G552-2307;2020-07-29 03:51:55.288+00;JOG - Manual
G552-2307;2020-07-29 03:53:48.638+00;Automatic
G552-2307;2020-07-29 04:03:27.745+00;JOG - Manual
G552-2307;2020-07-29 04:04:11.691+00;Automatic
G552-2307;2020-07-29 04:19:08.119+00;JOG - Manual
G552-2307;2020-07-29 04:19:20.974+00;Automatic
G552-2307;2020-07-29 04:45:32.06+00;JOG - Manual
G552-2307;2020-07-29 04:45:42.637+00;Automatic
G552-2307;2020-07-29 04:48:30.837+00;JOG - Manual
G552-2307;2020-07-29 04:48:38.59+00;Automatic
G552-2307;2020-07-29 05:19:08.856+00;JOG - Manual
G552-2307;2020-07-29 05:19:12.959+00;Automatic
G552-2307;2020-07-29 05:27:41.678+00;JOG - Manual
G552-2307;2020-07-29 05:29:06.761+00;Automatic
