27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:51.8830000; 02.04.2020 06:02:52.0870000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:51.8850000; 02.04.2020 06:02:52.0890000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:51.8850000; 02.04.2020 06:02:52.0890000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8710000; 02.04.2020 06:02:52.9360000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8710000; 02.04.2020 06:02:52.9520000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8720000; 02.04.2020 06:02:53.0720000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8720000; 02.04.2020 06:02:53.0880000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8720000; 02.04.2020 06:02:53.1120000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:51.8720000; 02.04.2020 06:02:53.1280000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2370000; 02.04.2020 06:02:52.4410000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2370000; 02.04.2020 06:02:52.4410000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2390000; 02.04.2020 06:02:52.4430000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2390000; 02.04.2020 06:02:52.4430000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2410000; 02.04.2020 06:02:52.4450000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 02.04.2020 06:02:52.2410000; 02.04.2020 06:02:52.4450000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:52.2310000; 02.04.2020 06:02:53.3860000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:52.2310000; 02.04.2020 06:02:53.4000000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:52.2310000; 02.04.2020 06:02:53.4160000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:52.2310000; 02.04.2020 06:02:53.4320000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.04.2020 06:02:52.2310000; 02.04.2020 06:02:53.4490000
704337; Fehler beim Werkzeug Umsetzen: Dieser Umsetzauftrag ist Hauptzeitparallel (mit laufendem NC-Programm) nicht möglich; sinumerik_alarm_plc_pmc; 02.04.2020 06:39:39.9800000; 02.04.2020 06:41:13.5470000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1802; sinumerik_alarm_nck; 02.04.2020 11:33:45.3990000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5670000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5710000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5750000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5790000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5830000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5870000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5910000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5950000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.5990000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6030000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6070000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6110000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6150000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6190000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6230000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6270000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6310000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6350000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6390000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6430000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6470000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6510000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6550000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6590000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6630000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6670000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6710000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6750000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6790000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6830000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6870000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6910000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6950000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.6990000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7030000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7070000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7110000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7150000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7190000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7230000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7270000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7310000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7350000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7390000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7430000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7470000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7510000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7550000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7590000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7630000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7670000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7710000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7750000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7790000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7830000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7870000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7910000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7950000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.7990000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8030000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8070000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8110000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8150000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8190000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8230000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8270000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8310000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8350000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8390000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8430000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8470000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8510000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8550000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8590000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8630000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8670000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8710000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8750000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8790000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8830000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8870000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8910000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8950000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.8990000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9030000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9070000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9110000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9150000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9190000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9230000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9270000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9310000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9350000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9390000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9430000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9470000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9510000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9550000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9590000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9630000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9670000; 02.04.2020 11:33:47.8350000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9710000; 02.04.2020 11:33:47.8340000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9750000; 02.04.2020 11:33:47.8340000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9790000; 02.04.2020 11:33:47.8340000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9830000; 02.04.2020 11:33:47.8340000
20140; Kanal 1: Verfahren der Kommandoachse ZM/ZM1_ siehe NC Alarm 20070 Parameter 1364; sinumerik_alarm_nck; 02.04.2020 11:33:45.9870000; 02.04.2020 11:33:47.8340000
